lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
0.0,0.0,0.0,-0.06691163778305054,-0.028671622276306152,0.007217333099390544,-0.11199259757995605,-0.09052509069442749,0.003535604017372407,-0.13525724411010742,-0.16236728429794312,-0.00858136088908168,-0.14013969898223877,-0.2423904538154602,-0.016062532638613902,-0.06487065553665161,-0.242311030626297,0.03736310536652354,-0.11977314949035645,-0.25713300704956055,0.008790267544384278,-0.10554260015487671,-0.1842646598815918,-0.008931507443492137,-0.07568126916885376,-0.16098254919052124,-0.017243041743938647,-0.049097537994384766,-0.26253199577331543,0.020417903462941922,-0.12055820226669312,-0.2647567391395569,-0.015298602258269511,-0.09697359800338745,-0.17105060815811157,-0.023923314263527118,-0.060018181800842285,-0.16217392683029175,-0.01949002509326192,-0.032609403133392334,-0.28262293338775635,-0.001976682193060242,-0.10642629861831665,-0.26983967423439026,-0.033794011076395236,-0.08064234256744385,-0.17358452081680298,-0.023782157426182948,-0.04390418529510498,-0.16933465003967285,-0.007805829954747878,-0.012275516986846924,-0.29256385564804077,-0.025309619580809795,-0.07830017805099487,-0.2680550813674927,-0.04507134397834989,-0.06284457445144653,-0.195726215839386,-0.03835553963989469,-0.03083103895187378,-0.18899255990982056,-0.026617459108535968
0.0,0.0,0.0,-0.06634521484375,-0.024799346923828125,0.006482330309097506,-0.11206907033920288,-0.08677089214324951,0.0028374932425663246,-0.13513487577438354,-0.15970635414123535,-0.009001869084443115,-0.13969308137893677,-0.2395109236240387,-0.016255173208321594,-0.06778335571289062,-0.237138569355011,0.03680182497004125,-0.12099963426589966,-0.2517167031764984,0.008467316320036389,-0.1067999005317688,-0.1800447702407837,-0.008955602841581367,-0.07739365100860596,-0.15690165758132935,-0.01712422755559828,-0.051305294036865234,-0.2583848834037781,0.02031911971965883,-0.12101298570632935,-0.26068711280822754,-0.015327139133717083,-0.09688252210617065,-0.1673898696899414,-0.02378524963756945,-0.06035172939300537,-0.1585976481437683,-0.019191981600727104,-0.03386235237121582,-0.279371976852417,-0.0016924101674362646,-0.10568952560424805,-0.2673863470554352,-0.03370767210623171,-0.07951086759567261,-0.1711694598197937,-0.023885512100662254,-0.04332864284515381,-0.1666262149810791,-0.008000461692120098,-0.012510359287261963,-0.290834903717041,-0.024654330061878227,-0.07761961221694946,-0.26573190093040466,-0.044690602766479515,-0.06196331977844238,-0.19340771436691284,-0.03839655344387438,-0.03040635585784912,-0.18711191415786743,-0.026975046219433807
0.0,0.0,0.0,-0.06756365299224854,-0.028734207153320312,0.008638619287012261,-0.11174315214157104,-0.0913885235786438,0.005926492465732736,-0.13473761081695557,-0.16273283958435059,-0.00569265072226699,-0.1404205560684204,-0.24254292249679565,-0.012871803874077159,-0.06660258769989014,-0.23961660265922546,0.04043333309709851,-0.11957919597625732,-0.2558753192424774,0.012216199962495011,-0.10648280382156372,-0.1840776801109314,-0.005162699306310969,-0.07722252607345581,-0.16165286302566528,-0.013152124518455821,-0.05058932304382324,-0.259483277797699,0.02258733551025216,-0.12032151222229004,-0.26455551385879517,-0.012913301745356875,-0.09757488965988159,-0.16981077194213867,-0.021249412717224914,-0.06079745292663574,-0.16129499673843384,-0.016323096277119475,-0.03360623121261597,-0.2798272967338562,-0.0008630071370134829,-0.10559409856796265,-0.2700425982475281,-0.03282076043069537,-0.08059781789779663,-0.17255032062530518,-0.022674854071738082,-0.044126152992248535,-0.16861605644226074,-0.0063156822416203795,-0.012494087219238281,-0.29096561670303345,-0.025131517248155433,-0.07736730575561523,-0.2687298059463501,-0.044817599626185256,-0.06265676021575928,-0.19617873430252075,-0.03794461411416705,-0.031012117862701416,-0.1894182562828064,-0.026024679811598617
0.0,0.0,0.0,-0.06808966398239136,-0.025245308876037598,0.008836406235673167,-0.1131390929222107,-0.08738934993743896,0.006294748232789971,-0.13637661933898926,-0.16033273935317993,-0.005166546023360752,-0.14175325632095337,-0.24035298824310303,-0.012136600027702116,-0.0689963698387146,-0.23684784770011902,0.040505407330670096,-0.1216745376586914,-0.2543283998966217,0.012736662243582941,-0.10855138301849365,-0.18202823400497437,-0.004326122860334181,-0.07939010858535767,-0.15917551517486572,-0.012242448563597463,-0.05275481939315796,-0.25745633244514465,0.02272423165766213,-0.12213319540023804,-0.262709379196167,-0.012378183240912222,-0.09885275363922119,-0.1676621437072754,-0.020447786944828295,-0.06172078847885132,-0.15947556495666504,-0.015465772758147978,-0.035554349422454834,-0.2782731354236603,-0.0006376633428999412,-0.1070372462272644,-0.2687288820743561,-0.03214599010618713,-0.08161389827728271,-0.17115724086761475,-0.021961899521670603,-0.04475659132003784,-0.16737842559814453,-0.00580248427661445,-0.01423037052154541,-0.2903095781803131,-0.02481181365521934,-0.07873779535293579,-0.2670215368270874,-0.04419719991358306,-0.06390029191970825,-0.19398295879364014,-0.037525473209939264,-0.03219568729400635,-0.18735170364379883,-0.025914523797951006
0.0,0.0,0.0,-0.06759124994277954,-0.029878437519073486,0.009629466976093681,-0.1108124852180481,-0.09182125329971313,0.007395023419576319,-0.1335201859474182,-0.16363197565078735,-0.004058498018366663,-0.13972103595733643,-0.24300110340118408,-0.011230703969431488,-0.06535673141479492,-0.23783624172210693,0.04019671625928822,-0.11816632747650146,-0.25612902641296387,0.011862236480283173,-0.10453790426254272,-0.1843762993812561,-0.005398516138029663,-0.074734628200531,-0.16087967157363892,-0.01317987643642482,-0.0495758056640625,-0.25713911652565,0.021923228572177322,-0.11885654926300049,-0.26458442211151123,-0.014052061890197365,-0.09572184085845947,-0.1687498688697815,-0.022633465533090202,-0.05871760845184326,-0.1585107445716858,-0.017739115809035866,-0.03258490562438965,-0.2778829336166382,-0.001766787203905551,-0.10440391302108765,-0.2712417244911194,-0.03415589832229671,-0.07925432920455933,-0.1726902723312378,-0.023963885907960503,-0.042373716831207275,-0.16679048538208008,-0.007340676677358715,-0.011162877082824707,-0.29000651836395264,-0.02612906933291015,-0.07547420263290405,-0.27129727602005005,-0.04604620166583118,-0.06128901243209839,-0.19878137111663818,-0.03901366569562015,-0.029610157012939453,-0.19076651334762573,-0.026855936800075142
0.0,0.0,0.0,-0.0685468316078186,-0.026023566722869873,0.008145098314798815,-0.1131095290184021,-0.08755749464035034,0.005447355305022938,-0.1360107660293579,-0.15926045179367065,-0.005918756852679508,-0.14194905757904053,-0.23920109868049622,-0.01273400921263601,-0.06979334354400635,-0.23827698826789856,0.039216248058892234,-0.12276959419250488,-0.25431811809539795,0.011136276387787802,-0.10897797346115112,-0.18120932579040527,-0.006369930951677816,-0.07945728302001953,-0.1588352918624878,-0.014697025789701001,-0.05250817537307739,-0.2581539750099182,0.02183121603093241,-0.12190461158752441,-0.26180553436279297,-0.013635474516831891,-0.09864062070846558,-0.16673582792282104,-0.022295739761375444,-0.06149756908416748,-0.1587376594543457,-0.017905511221670167,-0.034376442432403564,-0.27803710103034973,-0.0010969318950628804,-0.10608518123626709,-0.26848626136779785,-0.03298303697147276,-0.08124619722366333,-0.17123377323150635,-0.023323761558913247,-0.04420369863510132,-0.1674688458442688,-0.007510944994919555,-0.012373745441436768,-0.2898590564727783,-0.024823585784815805,-0.07776975631713867,-0.26872265338897705,-0.04459019962587263,-0.06327152252197266,-0.19673895835876465,-0.0381961150828829,-0.03124469518661499,-0.19043117761611938,-0.026721833533429162
0.0,0.0,0.0,-0.06819331645965576,-0.029861271381378174,0.009941008393582251,-0.11197918653488159,-0.09245330095291138,0.007686765850451138,-0.13459700345993042,-0.16331833600997925,-0.0036987071065937016,-0.1408379077911377,-0.24244770407676697,-0.010571005302551839,-0.06764662265777588,-0.24163949489593506,0.03973149180870905,-0.12095850706100464,-0.2579112648963928,0.011413337183114436,-0.10714292526245117,-0.18367838859558105,-0.005916502806428525,-0.07757669687271118,-0.16107404232025146,-0.013985575656477067,-0.05087625980377197,-0.26020345091819763,0.021176986847933676,-0.11998230218887329,-0.2639656364917755,-0.014373027267936322,-0.09638458490371704,-0.16762787103652954,-0.02252002760309324,-0.05907851457595825,-0.16055715084075928,-0.017816986437026117,-0.033277273178100586,-0.2794129550457001,-0.0028070549155359004,-0.10449492931365967,-0.27037107944488525,-0.03470297857660398,-0.07918059825897217,-0.17262285947799683,-0.02399366676348791,-0.04189831018447876,-0.1697099804878235,-0.0075634038216207955,-0.011700093746185303,-0.2905459702014923,-0.02747658967513189,-0.07599347829818726,-0.2711732089519501,-0.0470838728501235,-0.061610639095306396,-0.1983870267868042,-0.03979852377909765,-0.029576599597930908,-0.19149094820022583,-0.0277417781903182
0.0,0.0,0.0,-0.06780403852462769,-0.0295029878616333,0.008725309854128227,-0.11192107200622559,-0.09155446290969849,0.006087101174273357,-0.13481414318084717,-0.16293960809707642,-0.005533775670699015,-0.13953697681427002,-0.24328148365020752,-0.012661029475054875,-0.0655210018157959,-0.2401529848575592,0.04062988433776127,-0.11813616752624512,-0.2583913207054138,0.012611257953324184,-0.10568368434906006,-0.18596738576889038,-0.0047563485636032965,-0.07641845941543579,-0.16276025772094727,-0.012868956553063526,-0.048587679862976074,-0.25879335403442383,0.022695222979166374,-0.11796104907989502,-0.26571547985076904,-0.012973781565449372,-0.09581315517425537,-0.1705647110939026,-0.021726330632588997,-0.058366239070892334,-0.1619073748588562,-0.01719703328075184,-0.030868113040924072,-0.2782895565032959,-0.0008269885506138053,-0.10229337215423584,-0.26955646276474,-0.0327872576958157,-0.07818770408630371,-0.17344123125076294,-0.022818133125326767,-0.04109930992126465,-0.17040717601776123,-0.006660773309192791,-0.009209871292114258,-0.2895919382572174,-0.025124564657232895,-0.07405251264572144,-0.272000253200531,-0.04447552364530338,-0.06022012233734131,-0.19977104663848877,-0.03724332701625599,-0.02828294038772583,-0.19227004051208496,-0.025184050092718735
0.0,0.0,0.0,-0.0670824646949768,-0.02984064817428589,0.009551046882165792,-0.11116194725036621,-0.09104800224304199,0.006388125010175827,-0.13525497913360596,-0.1617351770401001,-0.005949810146944401,-0.13949185609817505,-0.24310657382011414,-0.013915481511162398,-0.06572651863098145,-0.23842406272888184,0.04063385957886112,-0.1186913251876831,-0.25631195306777954,0.013009663205934885,-0.10655009746551514,-0.18388205766677856,-0.0038233189840184423,-0.07745301723480225,-0.161798357963562,-0.01179708121310341,-0.04856526851654053,-0.2588743567466736,0.02207381697405708,-0.1188240647315979,-0.26409509778022766,-0.012904658447610018,-0.09659987688064575,-0.16938906908035278,-0.020828537176953432,-0.05895131826400757,-0.1626424789428711,-0.01603664969991314,-0.03062361478805542,-0.2795175611972809,-0.001991090131582496,-0.10322332382202148,-0.2706720232963562,-0.03336775070022213,-0.07898497581481934,-0.17347371578216553,-0.02291356911848652,-0.041953444480895996,-0.17094933986663818,-0.006874366663055298,-0.00877612829208374,-0.29115113615989685,-0.026807598303662417,-0.0741579532623291,-0.2708248496055603,-0.04618574818562138,-0.06028008460998535,-0.19783556461334229,-0.0392199358899461,-0.028509199619293213,-0.19075322151184082,-0.02756643807481396
0.0,0.0,0.0,-0.06576764583587646,-0.027319669723510742,0.007801527640822314,-0.1105046272277832,-0.08905333280563354,0.004486138950142049,-0.13420844078063965,-0.1602315902709961,-0.0076349270352693566,-0.13772982358932495,-0.2407909631729126,-0.01516972061335764,-0.0652891993522644,-0.23903262615203857,0.03941387358963766,-0.11760067939758301,-0.2565896511077881,0.010613244510295772,-0.10532242059707642,-0.18288683891296387,-0.006804208253470279,-0.0759921669960022,-0.15967464447021484,-0.014921392762062169,-0.04817938804626465,-0.2588328421115875,0.021794125921132945,-0.11717873811721802,-0.2637486159801483,-0.014349309244153119,-0.09478557109832764,-0.16744327545166016,-0.02240599270999155,-0.05752575397491455,-0.15979397296905518,-0.017338290327188588,-0.02997136116027832,-0.27879029512405396,-0.001641049148474849,-0.10149872303009033,-0.2693331837654114,-0.03433347817599497,-0.0770450234413147,-0.17087066173553467,-0.02410999078392706,-0.040191471576690674,-0.16753679513931274,-0.007755946350243903,-0.007725238800048828,-0.29004666209220886,-0.02594075303613863,-0.07353031635284424,-0.267559289932251,-0.0463362517589303,-0.0589180588722229,-0.19436568021774292,-0.03993800979196749,-0.026690900325775146,-0.18790996074676514,-0.028372562938329793
