lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
0.0,0.0,0.0,-0.07171612977981567,-0.017487168312072754,-0.029966935587758314,-0.13531342148780823,-0.12169277667999268,-0.04616037204646517,-0.1505706012248993,-0.23516494035720825,-0.06306115731381823,-0.12137693166732788,-0.3187493681907654,-0.07744576230430056,-0.10700923204421997,-0.3036113977432251,-0.019031103772753966,-0.13265460729599,-0.44721531867980957,-0.040009515432352316,-0.14794135093688965,-0.5277915000915527,-0.04852415442251612,-0.15896931290626526,-0.6022330522537231,-0.05584035262250353,-0.06513863801956177,-0.32455694675445557,-0.020473474709028494,-0.08383959531784058,-0.4060538411140442,-0.07444101765536715,-0.08684098720550537,-0.2923710346221924,-0.08749865188979555,-0.08359712362289429,-0.20478296279907227,-0.0829347018876021,-0.021425604820251465,-0.3306243419647217,-0.026093648818964255,-0.039139628410339355,-0.43042629957199097,-0.0778300259985869,-0.05048823356628418,-0.3231726884841919,-0.07497425570868899,-0.05385690927505493,-0.2371845841407776,-0.05808514177584101,0.02310246229171753,-0.324598491191864,-0.03404557898425509,0.04064381122589111,-0.4464073181152344,-0.0689140577592795,0.04926300048828125,-0.5260854959487915,-0.07761895105027605,0.053341805934906006,-0.6098689138889313,-0.07677749737882067
0.0,0.0,0.0,-0.07124155759811401,-0.01828789710998535,-0.029178522082922598,-0.13577362895011902,-0.12223076820373535,-0.04491319276666417,-0.15115749835968018,-0.23593562841415405,-0.06146437444066777,-0.12060648202896118,-0.31774330139160156,-0.07543986805057301,-0.10755324363708496,-0.3045087456703186,-0.0178636438426949,-0.13436409831047058,-0.44545966386795044,-0.03816529132699742,-0.15086528658866882,-0.5231485366821289,-0.046036267208812376,-0.16279706358909607,-0.5959262847900391,-0.05300324552035107,-0.06556588411331177,-0.3263316750526428,-0.019604555818197866,-0.08468186855316162,-0.4063664674758911,-0.07310976602411046,-0.0880516767501831,-0.2922487258911133,-0.08583880730247273,-0.0849044919013977,-0.20406413078308105,-0.0810640952763535,-0.021562516689300537,-0.33259326219558716,-0.02549962282454743,-0.03984743356704712,-0.4296475648880005,-0.07723294712877049,-0.05151873826980591,-0.3221185803413391,-0.07458019770955815,-0.05491703748703003,-0.2362421154975891,-0.05772097550606503,0.0230596661567688,-0.3266857862472534,-0.033603554147241255,0.040696918964385986,-0.44823819398880005,-0.06827589638805165,0.04926854372024536,-0.5277918577194214,-0.07701219387626423,0.05338633060455322,-0.6112678349018097,-0.07623102285241856
0.0,0.0,0.0,-0.07175356149673462,-0.016203463077545166,-0.02844493670597359,-0.13697221875190735,-0.12211143970489502,-0.04340451231434628,-0.1538507640361786,-0.23557674884796143,-0.05938982611730381,-0.12509095668792725,-0.31733447313308716,-0.07301915085151478,-0.10831421613693237,-0.3038819432258606,-0.01603888368442341,-0.13631516695022583,-0.4436248540878296,-0.03565619534089848,-0.15257048606872559,-0.5212245285511017,-0.04355089759662434,-0.16439718008041382,-0.5931125581264496,-0.05049873536660954,-0.0661655068397522,-0.3256465792655945,-0.017820889337208712,-0.08786278963088989,-0.4018189311027527,-0.07057048028543278,-0.0915800929069519,-0.28794872760772705,-0.08386949097945973,-0.0886107087135315,-0.19973349571228027,-0.07954954004123493,-0.022066056728363037,-0.3329806923866272,-0.02367110943630024,-0.0426563024520874,-0.43003398180007935,-0.07497306561305805,-0.054021358489990234,-0.32311809062957764,-0.07301762348249241,-0.05700284242630005,-0.23734956979751587,-0.05666407218411251,0.022662818431854248,-0.3287585973739624,-0.03156976049974247,0.03920227289199829,-0.44996780157089233,-0.06571872925594135,0.04725193977355957,-0.5288647413253784,-0.07441569512918278,0.05100780725479126,-0.6126066148281097,-0.07358549928500935
0.0,0.0,0.0,-0.0716172456741333,-0.01719379425048828,-0.02885477060075914,-0.13627195358276367,-0.1239008903503418,-0.043681962430440535,-0.15337926149368286,-0.2389923334121704,-0.059431890040599455,-0.12239116430282593,-0.3201137185096741,-0.07275447437163507,-0.10705631971359253,-0.30324870347976685,-0.016043471187316527,-0.13379549980163574,-0.4463897943496704,-0.035552999019586196,-0.14992502331733704,-0.5248628258705139,-0.043078636765443434,-0.1617148518562317,-0.5986066460609436,-0.04978754931684648,-0.06506139039993286,-0.32532209157943726,-0.01764490829404508,-0.08468610048294067,-0.4068148732185364,-0.07087906637784158,-0.08978027105331421,-0.2933245301246643,-0.08388766089078104,-0.08803743124008179,-0.20419293642044067,-0.0790008325278393,-0.021310925483703613,-0.3319755792617798,-0.023352053031288733,-0.04105621576309204,-0.42985284328460693,-0.07487502136822854,-0.053551554679870605,-0.3207298517227173,-0.0723894033729664,-0.05728262662887573,-0.23396414518356323,-0.055306350827180495,0.023245692253112793,-0.32674336433410645,-0.031202334925495734,0.040248751640319824,-0.44917750358581543,-0.06535960921641504,0.047819316387176514,-0.5291143655776978,-0.07387034037705575,0.051191627979278564,-0.613457441329956,-0.07278385946150934
0.0,0.0,0.0,-0.07152414321899414,-0.019236981868743896,-0.028488621263306868,-0.13513430953025818,-0.12477421760559082,-0.04374013297120882,-0.1513717770576477,-0.23748058080673218,-0.060062287522953284,-0.12243592739105225,-0.31948184967041016,-0.07396986164013697,-0.10511606931686401,-0.3045293092727661,-0.01650593444566084,-0.13249793648719788,-0.4461989998817444,-0.036298854424160254,-0.1493411362171173,-0.5246715843677521,-0.043897053374450934,-0.16145694255828857,-0.5967978537082672,-0.050534526033800375,-0.06367653608322144,-0.3248574733734131,-0.018591439499061835,-0.08358073234558105,-0.4063660502433777,-0.0720047933594401,-0.08783853054046631,-0.293252170085907,-0.08496282078186823,-0.08511602878570557,-0.20428508520126343,-0.08008546210686518,-0.020134568214416504,-0.3309222459793091,-0.024751089660924208,-0.039513468742370605,-0.4308694005012512,-0.07629947937886072,-0.05131429433822632,-0.32429999113082886,-0.07367678560177637,-0.054481685161590576,-0.2382686734199524,-0.056763040049474967,0.024053335189819336,-0.3249310851097107,-0.033046139551800024,0.04227125644683838,-0.44676029682159424,-0.06742342389981104,0.05086928606033325,-0.5270198583602905,-0.07589292354742838,0.05514347553253174,-0.6113656163215637,-0.07487211204926325
0.0,0.0,0.0,-0.07115316390991211,-0.01827549934387207,-0.030177188211681027,-0.1358897089958191,-0.12340450286865234,-0.04644004172980942,-0.15293100476264954,-0.23589670658111572,-0.06352176062166848,-0.12367671728134155,-0.31930065155029297,-0.07801340810358681,-0.10678136348724365,-0.30704379081726074,-0.01786464742720284,-0.1338893473148346,-0.44928455352783203,-0.03829001552760758,-0.15006273984909058,-0.528400719165802,-0.04667290962636628,-0.16177594661712646,-0.601222813129425,-0.053961574205757756,-0.06483948230743408,-0.3279310464859009,-0.019348920428754468,-0.08462464809417725,-0.4075506329536438,-0.07357862881720223,-0.0882841944694519,-0.2931180000305176,-0.087333890715243,-0.08551931381225586,-0.20411568880081177,-0.08298339984715142,-0.020668983459472656,-0.33386754989624023,-0.025045595237614293,-0.03876161575317383,-0.43390917778015137,-0.07715319387018837,-0.05096113681793213,-0.3266258239746094,-0.07504798016846337,-0.05475848913192749,-0.24005895853042603,-0.058390646347405095,0.023898184299468994,-0.32726699113845825,-0.033000073501469274,0.04206418991088867,-0.4483177065849304,-0.06788805417120614,0.050286829471588135,-0.5282132625579834,-0.07683991930782952,0.054278790950775146,-0.6123253405094147,-0.07604471884071984
0.0,0.0,0.0,-0.07124435901641846,-0.017580509185791016,-0.030931012517797285,-0.13614261150360107,-0.12030857801437378,-0.04835755918084317,-0.15408796072006226,-0.22973281145095825,-0.06640673968850308,-0.12534868717193604,-0.31550538539886475,-0.08169200066386395,-0.10736453533172607,-0.30763304233551025,-0.020921293458926016,-0.13458585739135742,-0.4514632225036621,-0.043009483999597364,-0.14969611167907715,-0.532246470451355,-0.05268485266624623,-0.1602913737297058,-0.6067371666431427,-0.060783216542589,-0.06566363573074341,-0.3284037709236145,-0.022204778901325994,-0.08629840612411499,-0.40403491258621216,-0.0776637995606535,-0.08988785743713379,-0.2897160053253174,-0.09198244456111127,-0.08747118711471558,-0.2011348009109497,-0.0882369482880705,-0.02136749029159546,-0.33432209491729736,-0.027649530953752333,-0.04062718152999878,-0.4309961795806885,-0.0805840471750372,-0.05230748653411865,-0.3227311968803406,-0.07814883980809384,-0.05621170997619629,-0.23637449741363525,-0.06135441530405217,0.023622632026672363,-0.3278748393058777,-0.03541786391197377,0.0417323112487793,-0.4493522047996521,-0.07114920560179883,0.05018126964569092,-0.5292232036590576,-0.08001658860503369,0.053932011127471924,-0.6138468980789185,-0.0790312940245741
0.0,0.0,0.0,-0.07222539186477661,-0.017696619033813477,-0.03137855977289661,-0.13730818033218384,-0.12006723880767822,-0.04909399152271732,-0.15469366312026978,-0.23098552227020264,-0.06731723994486316,-0.1255190372467041,-0.31736642122268677,-0.08282896131746753,-0.10766738653182983,-0.30550938844680786,-0.021904574711847147,-0.13522422313690186,-0.4496147036552429,-0.04392682016365512,-0.15147173404693604,-0.5297135710716248,-0.05388434976809009,-0.1638752818107605,-0.6040147542953491,-0.062472999100613436,-0.06547677516937256,-0.3268604874610901,-0.023120898758101305,-0.0860520601272583,-0.40297603607177734,-0.07835728675596698,-0.08972477912902832,-0.28900575637817383,-0.0931154042529343,-0.08833962678909302,-0.19997936487197876,-0.09006943554155811,-0.02097034454345703,-0.3335237503051758,-0.028387367730069002,-0.04028213024139404,-0.4321836233139038,-0.08074993640654071,-0.05181509256362915,-0.324040949344635,-0.07853353769056781,-0.05622285604476929,-0.23678797483444214,-0.062355142091440996,0.024084150791168213,-0.32770413160324097,-0.036055069421458086,0.042012572288513184,-0.44985437393188477,-0.07140509039633258,0.05036938190460205,-0.5304586291313171,-0.08041350543968662,0.05400669574737549,-0.6146718561649323,-0.07983303070538028
0.0,0.0,0.0,-0.07098978757858276,-0.019414424896240234,-0.0319900434430167,-0.1351354420185089,-0.11797881126403809,-0.05078165940599888,-0.15268391370773315,-0.22700446844100952,-0.07009566537695378,-0.12336480617523193,-0.3147619366645813,-0.0865814086015746,-0.10734796524047852,-0.30476289987564087,-0.022696422037057573,-0.1356801986694336,-0.4501560926437378,-0.04562750793652981,-0.1513867974281311,-0.5318779945373535,-0.05601494349198788,-0.16319379210472107,-0.6072512567043304,-0.06468487493353337,-0.06490945816040039,-0.32531142234802246,-0.0237883288379237,-0.08440440893173218,-0.4016379714012146,-0.08007255158977955,-0.0876348614692688,-0.28693336248397827,-0.09506030343132466,-0.0865064263343811,-0.19819390773773193,-0.09186804256992787,-0.019933640956878662,-0.33175724744796753,-0.029010772329144174,-0.038027822971343994,-0.4312134385108948,-0.08226293287830799,-0.04973793029785156,-0.3223302364349365,-0.08004075251179188,-0.05478554964065552,-0.23521268367767334,-0.06348779014902561,0.02555602788925171,-0.32581597566604614,-0.036637644838862116,0.044006168842315674,-0.44689613580703735,-0.07247603647070378,0.05229473114013672,-0.527222752571106,-0.08147893063383549,0.055723369121551514,-0.6117701530456543,-0.08062840960579365
0.0,0.0,0.0,-0.07135641574859619,-0.019423305988311768,-0.031716416606691666,-0.13609039783477783,-0.11755996942520142,-0.050535473058012315,-0.1528865098953247,-0.2271193265914917,-0.069898928532389,-0.12392908334732056,-0.3149043321609497,-0.08632676584461052,-0.10908478498458862,-0.30439966917037964,-0.023011230880406686,-0.13651955127716064,-0.4489138126373291,-0.045990946719435044,-0.1527511477470398,-0.5295016169548035,-0.0563813252542289,-0.16516467928886414,-0.6049879789352417,-0.06522666944005806,-0.06647366285324097,-0.3253628611564636,-0.02437797469833214,-0.08549493551254272,-0.4028012156486511,-0.08025665862300713,-0.08893471956253052,-0.28751593828201294,-0.09480448348262627,-0.08798527717590332,-0.20013338327407837,-0.09164033366182167,-0.0215909481048584,-0.33143484592437744,-0.02983592359164078,-0.03930741548538208,-0.4292541742324829,-0.0827078251335891,-0.05084800720214844,-0.3186897039413452,-0.0795729933474334,-0.055528104305267334,-0.2313726544380188,-0.06269225759246666,0.023752689361572266,-0.3248286247253418,-0.03778219504096825,0.04230302572250366,-0.4463720917701721,-0.07353657765128929,0.05056828260421753,-0.5277414917945862,-0.0821686787698539,0.05418497323989868,-0.6131461560726166,-0.0812354711983474
